qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,x,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,No change,Fairly satisfied,Yes,No,No change,Yes,No change,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,South West,x,1,South West,Housewife / househusband,Fairly important,,Yes,,0.0,Yes,No,No,Slightly more,Fairly satisfied,No,No,No change,Yes,No change,No,,Fairly satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,Wales,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,,Fairly satisfied,No,No,Dont know,,No change No change No change,No,,Fairly satisfied
No,No,No,Yes,No,No,No,Working full time (30hrs+ per week),No,Wales,,2,Wales,"Intermediate managerial, administrative or professional",Essential,No,Yes,Yes,0.0,No,Yes,No,No change,Very satisfied,Yes,No,,No,Slightly more,No,No,Very satisfied
,,,,Yes,,No,Working full time (30hrs+ per week),Yes,North East,X,2,,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Very satisfied,,No,Dont know,,Much less,No,No,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,South West,X,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change No change,Yes,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,North West,X,2,,Unemployed,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No,Dont know,,Much more,No,No,Very satisfied
No,Yes,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,South West,,2,South West,"High managerial, administrative or professional",Essential,Yes,No,Yes,2.0,No,Yes,No,,Very satisfied,Yes,No,,No,,Yes,Yes,Very satisfied
Yes,,No,No,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,No,Wales,x,2,Wales,Semi-skilled or unskilled manual worker,Not very important,No,No,No,1.0,Yes,I dont know,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,Yes,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,x,2,East Anglia/East of England,"Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional Intermediate managerial, administrative or professional",Essential,No,Yes,No,9.0,Yes,No,No,No change,Neither satisfied or dissatisfied,,No,No change,No,No change,No,No,Neither satisfied or dissatisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,South West,,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,Yes,No,0.0,Yes,No,,,,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,,2,Rest of Scotland,Skilled manual worker,Essential,No,Yes,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,Yes,Yes,Very satisfied Very satisfied Very satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),,East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands East Midlands,X,2,,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,No,Yes,No change,No,No change,Yes,No,Very satisfied
,No,No,No,,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),No,North West,,2,,"Intermediate managerial, administrative or professional",Essential,,No,,0.0,No,No,No,,Very satisfied,No,,,No,,Yes,,Very satisfied
,,,,No,,No,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),Yes,East Anglia/East of England,X,1,,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,No change,Fairly satisfied,,No,Dont know,,Much less,No,,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,West Midlands,,2,West Midlands,Semi-skilled or unskilled manual worker,Fairly important,No,No,Yes,0.0,No,No,No,,Fairly satisfied,No,No,,No,,No,Yes,Fairly satisfied
No,No,No,No,No,No,Yes,Working full time (30hrs+ per week),Yes,North West,,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,1.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,South West,X,2,South West,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more Slightly more,Fairly satisfied,No,No,No change,No,No change,Yes,No,Fairly satisfied
No,No,Yes,Yes,No,No,Yes,Not working (less than 8hrs per week) unemployed/ looking for work,Yes,Northern Ireland,,3,Northern Ireland,Unemployed,Not very important,,No,,0.0,No,Yes,No,,Fairly satisfied,,No,,No,,No,,Neither satisfied or dissatisfied
No,Yes,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,London/Greater London,X,2,London/Greater London,"Intermediate managerial, administrative or professional",Essential,Yes,Yes,Yes,2.0,Yes,No,No,Slightly more,Fairly satisfied,Yes,No,Slightly more,Yes,No change,No,No,Fairly satisfied
No,Yes,No,No,No,No,No,Working part time (8-29hrs per week),No,Rest of Scotland,,2,Rest of Scotland,"High managerial, administrative or professional",Fairly important,No,No,No,1.0,Yes,Yes,No,,Fairly satisfied,,No,,Yes,,No,No,Fairly satisfied Fairly satisfied Fairly satisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,Wales,X,2,,"Intermediate managerial, administrative or professional",,No,,Yes,0.0,,No,No,Slightly less,Very satisfied,Yes,,Dont know,,Slightly less,No,No,Very satisfied
No,No,,No,,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,No,Wales,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,,Fairly dissatisfied,No,,,No,,Yes,No,Fairly dissatisfied
Yes,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,No,Rest of Scotland,X,2,Rest of Scotland,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,1.0,Yes,No,No,No change,Very satisfied,Yes,No,No change,Yes,Slightly more,Yes,No,Very satisfied
Yes,Yes,No,No,No,No,Yes,Working part time (8-29hrs per week),,Rest of Scotland,X,2,Rest of Scotland,"Intermediate managerial, administrative or professional",Not very important,,Yes,,2.0,Yes,No,No,No change,,No,No,Dont know Dont know Dont know Dont know Dont know Dont know Dont know Dont know,Yes,No change,No,,Fairly satisfied
No,Yes,No,No,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,South East,x,2,South East,"Intermediate managerial, administrative or professional",Fairly important,No,Yes,No,1.0,Yes,Yes,No,No change No change,Very satisfied,No,No,No change,Yes,Dont know,Yes,No,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Rest of Scotland,,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Fairly important,No,No,No,0.0,No,Yes,No,,Very dissatisfied,No,No,,No,,Yes,No,Very dissatisfied
Yes,No,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes,South West,,2,,Skilled manual worker,Essential,,No,,0.0,No,No,No,,Fairly satisfied,Yes,No,,No,,Yes,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week) Working full time (30hrs+ per week),Yes,South East,,2,South East,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,No,,Fairly satisfied
No,No,No,,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Northern Ireland,,4,Northern Ireland,"High managerial, administrative or professional",Essential,No,No,No,5.0,No,Yes,No,,Very dissatisfied,No,No,,No,,Yes,No,Very dissatisfied Very dissatisfied
,,,,,,No,Not working (less than 8hrs per week) retired,No,North East,X,1,,"Supervisor; clerical; junior managerial, administrative or professional",,,,,0.0,,No,Yes,No change,Very satisfied,No,,No change,,Much less,,,Very satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,Yes,West Midlands,,2,West Midlands,Semi-skilled or unskilled manual worker,Fairly important,,No,,0.0,No,No,No,,Fairly satisfied,No,,,No,,No,,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,East Midlands,x,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,No,No,No,Slightly more,Fairly satisfied,No,No,No change,No,No change,No,No,Very satisfied
No,No,No,No,,No,No,Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week) Working part time (8-29hrs per week),No,Rest of Scotland Rest of Scotland Rest of Scotland,X,1,Rest of Scotland,Skilled manual worker,Essential,No,No,No,0.0,No,Yes,No,Much more,Very satisfied,,,Much more,Yes,Slightly more,No,No,Very satisfied
No,Yes,No,No,No,No,No,Working full time (30hrs+ per week),Yes,Yorkshire/Humberside,,2,Yorkshire/Humberside,Skilled manual worker,,No,Yes,No,2.0,Yes,Yes,No,,Very satisfied,,No,,Yes,,No,No,Fairly satisfied
No,No,Yes,No,,No,No,Not working (less than 8hrs per week) retired,,Highlands & Isles of Scotland,X,1,,Housewife / househusband,Irrelevant,,No,,0.0,Yes,No,No,No change,Fairly satisfied,,,No change,No,No change,No,,Fairly satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) retired,Yes,Northern Ireland,,1,Northern Ireland Northern Ireland Northern Ireland Northern Ireland Northern Ireland,"Intermediate managerial, administrative or professional",Essential,No,No,No,2.0,No,No,No,,Very satisfied,,No,,Yes,,No,No,Very satisfied
No,No,No,Yes,Yes,No,No,Working part time (8-29hrs per week),Yes,West Midlands,X,3,West Midlands,Semi-skilled or unskilled manual worker,Not very important,Yes,No,No,2.0,Yes,I dont know,No,No change,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied,No,No,No change,Yes,Slightly less,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,Wales,X,1,Wales,Unemployed,,No,,No,0.0,,No,No,No change,Very satisfied,Yes,No,Dont know,,No change,No,No,Very satisfied
,,,,No,,No,I dont know,No,Wales,No change,4,,"High managerial, administrative or professional",,No,,No,4.0,,Yes,No,No change,Fairly satisfied,,No,No change,,Slightly more,No,No,Fairly satisfied
,,,,No,,Yes,Working full time (30hrs+ per week),Yes,South East,X,1,South East,Semi-skilled or unskilled manual worker,,No,,No,0.0,,No,No,No change,Fairly dissatisfied Fairly dissatisfied Fairly dissatisfied,No,No,Dont know,,No change,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,Yes,Working part time (8-29hrs per week),No,Northern Ireland,X,2,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,Yes,No,Slightly less,Very satisfied,No,No,,Yes,No change,No,,Very satisfied
No,No,No,Yes,,No,Yes,Not working (less than 8hrs per week) retired,No,East Anglia/East of England,,3,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,No,No,No,0.0,No,No,No,,Fairly satisfied,No,,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),Yes,North East,,2,North East North East North East North East North East North East North East,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,0.0,No,Yes,No,,Fairly satisfied,No,No,,No,,No,No,
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No,South East,X,4,,"High managerial, administrative or professional",,,,,0.0,,No,No,Slightly more,Very satisfied,,No,Dont know Dont know Dont know,,Slightly less,No,,Very satisfied
No,Yes,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,North East,,2,North East,Semi-skilled or unskilled manual worker,Irrelevant,No,Yes,No,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,Yes,No,Very satisfied
No,No,,Yes,No,No,Yes,Working full time (30hrs+ per week),No,,,2,North West,Skilled manual worker,Essential,No,No,No,0.0,No,No,No,,Fairly satisfied,No,No,,Yes,,No,No,Neither satisfied or dissatisfied
No,No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),,South East,x,4,South East,Skilled manual worker,Fairly important,,No,,0.0,Yes,Yes,No,No change,Fairly dissatisfied,No,No,No change,No,No change,Yes,,Fairly dissatisfied
,,,,,,Yes,Not working (less than 8hrs per week) retired,Yes,South West,x,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,,Dont know,,No change No change No change No change No change No change,Yes,No,Very satisfied
,,,,Yes,,Yes,Working part time (8-29hrs per week),No,North East,x,2,North East,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,3.0,,No,No,No change,Fairly satisfied,No,No,Dont know,,No change,Yes,No,Fairly satisfied
No,Yes,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,,South West,X,2,,"Intermediate managerial, administrative or professional",Fairly important,,No,,3.0,No,No,No,Dont know,Neither satisfied or dissatisfied,Yes,No,Dont know,Yes,No change,No,,Neither satisfied or dissatisfied
No,No,No,No,No,No,No,Working part time (8-29hrs per week),No,Wales,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,,Fairly satisfied,,No,,Yes,,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
