qd13_9,qc1_5_2,qc1_3_7,qd13_4,qe10_1,qc1_3_5,qi1_6,qj1,qe10a,Region,qd12_8_other,qj3_1,qb6,SEG,qc4_5,qe5_5,qc1_1_2,qe5_4,QD1_2,qc1_1_1,qh1_2,qj4_4,qe11_10,qg5,qi2a_8,qe10_10,qd12_8,qc1_3_1,qd12_7,qi1_3,qe5_10,qg6
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) housewife/ househusband,,South West,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No No No No,No,Slightly more,Neither satisfied or dissatisfied,No,No,,Yes Yes,Much less,No,No,Fairly satisfied
No,No,No,No,No No No,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,2,Wales,"Intermediate managerial, administrative or professional",Essential,No,No,No,1.0,Yes,No No No No No,No,,Very satisfied,No No No No No No,No No No,,Yes,,Yes,No,Fairly satisfied
No,No,No,No,No,No No No No No No,Yes,Working full time (30hrs+ per week),,Rest of Scotland,X,1,Rest of Scotland,"Intermediate managerial, administrative or professional",Essential,No,No,No,0.0,Yes,Yes,No No No No No No,No change,Fairly satisfied,No,No,Dont know,Yes,No change,No,No,Very satisfied
No,No,No,No,,No,Yes,Not working (less than 8hrs per week) retired,No No,East Midlands,,3,East Midlands,"Supervisor; clerical; junior managerial, administrative or professional",Not very important,,No,,0.0,Yes,No,No,,Very satisfied,No,,,Yes,,Yes,,Very satisfied
No,No,No,No,Yes,No,Yes,Not working (less than 8hrs per week) retired,No No No No No No No,Rest of Scotland,,2,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,"Intermediate managerial, administrative or professional",Fairly important,No,No No No No No No No,Yes Yes Yes Yes Yes Yes,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Fairly satisfied
No,No,No,Yes,No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,East Midlands,x,1,East Midlands,Unemployed Unemployed,Essential,No,No,No,0.0,Yes,No,Yes,Slightly more,Fairly satisfied,No,No,No change,Yes,No change,No,No,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,No,No,No,No,Yes,Working full time (30hrs+ per week),No,North East North East North East North East,,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,0.0,Yes,No,No,,Neither satisfied or dissatisfied,No,No,,Yes,,No,No,Fairly satisfied
[],No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,North West,x,1,North West,"Intermediate managerial, administrative or professional",Fairly important,,No,,1.0,Yes,No No No,No,No change,Very satisfied,No,No,Dont know,Yes,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student,Yes Yes Yes Yes Yes Yes Yes Yes,[],,6,London/Greater London,Student Student Student Student,Fairly important,No,Yes Yes Yes Yes Yes Yes Yes,No,0.0,Yes,No,No,,Fairly satisfied,No,No,,Yes,,Yes Yes Yes Yes Yes Yes Yes,No,Fairly satisfied
,,,,Yes,,Yes,Working full time (30hrs+ per week),Yes,Wales,X,2,,"Intermediate managerial, administrative or professional",,No,,No,0.0,,No,No No No No No No No No No,No change,Very satisfied,No,No,Dont know,,No change,[],No,Very satisfied
No,No No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes Yes Yes Yes Yes Yes Yes,East Anglia/East of England,X,2,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,No No No No,0.0,Yes,Yes Yes Yes,No,Slightly less,Neither satisfied or dissatisfied,No,No,No change,Yes,Slightly more,Yes,No No No No No No No,Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied Neither satisfied or dissatisfied
Yes,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,,Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland Rest of Scotland,,2,,Housewife / househusband,Fairly important,,No,,0.0,No,No,No,No change,Fairly satisfied,,No,,Yes,No change,No,,Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied Fairly satisfied
No,Yes,No,No No No No No No No No No,Yes,No,Yes Yes Yes Yes Yes Yes Yes Yes,Not working (less than 8hrs per week) housewife/ househusband,No No No No No,Northern Ireland,,2,Northern Ireland,Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker Skilled manual worker,Fairly important,No,No,No,0.0,Yes,No,No,,Fairly satisfied,No,No No No No,,Yes,,No,No,Fairly satisfied
,,,,No,,Yes,Working part time (8-29hrs per week),No,North East,x,3,North East,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No,0.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,Dont know,,Much less,No,No No No No No No No No No,Neither satisfied or dissatisfied
No,No,Yes,No,Yes,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,London/Greater London,,4,,"Intermediate managerial, administrative or professional",Irrelevant,,Yes,,0.0,No,No,No,,Very satisfied,,No,,No,,No,,Very satisfied
No,Yes,No,No,No,No,No,Working full time (30hrs+ per week),,South East,X,3,South East,Skilled manual worker,Not very important,,No,,0.0,No,No,No,No change,Neither satisfied or dissatisfied,Yes,No,No change,No,Slightly less,Yes,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes,South West,X,3,South West,Semi-skilled or unskilled manual worker,,,,,0.0,,No,No,Slightly more,Fairly satisfied,,No,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",,Much less,No,,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,No No No No,Yorkshire/Humberside,,2,Yorkshire/Humberside,Skilled manual worker,Fairly important,No,No,No,1.0,Yes,No,No,,Fairly satisfied,No,No,,Yes Yes Yes Yes Yes Yes Yes Yes,,No,No,Fairly satisfied
No,Yes,No,Yes,No,No,Yes,Working part time (8-29hrs per week),Yes,London/Greater London,,5,London/Greater London,Skilled manual worker,Essential,Yes,Yes,No,3.0,Yes,No,No,,Very satisfied,,No,,No No No No No No No,,No,No,Fairly satisfied
No,No,No,No,No,No,Yes,Not working (less than 8hrs per week) retired,,Wales,X,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,,No,,0.0,Yes,No,No,No change,Fairly satisfied,Yes,No,Dont know,[],Slightly less,No,,Fairly satisfied
No,No,No,No,Yes,No,No,Working full time (30hrs+ per week),No,Rest of Scotland,,2,Rest of Scotland,Semi-skilled or unskilled manual worker,Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important Fairly important,No,Yes,No,2.0,Yes,No,No,Slightly less,Very satisfied,,No,,Yes,No change,No,No,Very satisfied
,,,,No,,No,Working full time (30hrs+ per week),No,South West,X,2,[],Semi-skilled or unskilled manual worker,,,,,1.0,,No,No,No change,Fairly satisfied,No No No,No,Dont know,,No change,No,,Fairly satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes Yes Yes,Yorkshire/Humberside,X,2,Yorkshire/Humberside,Unemployed,,No,,No,0.0,,No,No,Slightly more,Very satisfied,No,No No No,No change,,Slightly more,Yes,No,Very satisfied
Yes,No,No,No,Yes,No,No,Not working (less than 8hrs per week) retired,,North West,,1,,Skilled manual worker,Fairly important,,No,,6.0,Yes,No,No,No change No change No change No change No change No change No change No change No change,Very satisfied,No,No,,Yes,No change,No No No No No No No No,,Very satisfied
No,No No No,No,Yes,No,No,Yes,Working full time (30hrs+ per week),No,South East,,1,South East,"Supervisor; clerical; junior managerial, administrative or professional",Essential,Yes,No,Yes,0.0,No,No,No,,Very satisfied,Yes,No,,No,,No,No No No No,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),,West Midlands,X,4,West Midlands,Skilled manual worker,Essential,No,No,No,1.0,No,Yes,No,Slightly more,Fairly satisfied,No,No No No No No No No No,Dont know,No,No change,Yes,No,Fairly satisfied
No,No,No,No No No No No No,,No,No,[],No,East Anglia/East of England,,2,East Anglia/East of England,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,No,No,3.0,No,No,No No No No No No,,Very satisfied,,,,No,,No,No,Very satisfied
No,Yes,No,Yes,No,No,Yes Yes Yes Yes,Not working (less than 8hrs per week) retired,No,South West,x,1,South West,"Supervisor; clerical; junior managerial, administrative or professional",Essential Essential Essential Essential Essential,No,Yes,No,1.0,No,Yes Yes Yes,No No No No No No No,No change,Neither satisfied or dissatisfied,No No,No,No change,No,No change,Yes,No,[]
,,,,No,,Yes,Not working (less than 8hrs per week) retired,No No No No No No No No No,Northern Ireland,X,1,Northern Ireland,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No No No No No No No,0.0,,No,No,No change,Neither satisfied or dissatisfied,No,No,No change,,No change,No,No,Fairly satisfied
Yes,No,No No No No No No No,No,Yes,No No No No No No No No No,No,Not working (less than 8hrs per week) retired,No,Northern Ireland,,2,,Skilled manual worker,Irrelevant,,No,,0.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No,,Very satisfied
No No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,Yes Yes Yes Yes Yes Yes Yes Yes Yes,Wales,X,1,,Unemployed,Fairly important,,No No No No No No No No No,,0.0,Yes,No,No,No change,Very satisfied,No,No,Dont know,Yes,Much less,No,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Rest of Scotland,X,2,,"Supervisor; clerical; junior managerial, administrative or professional",Essential,No,Yes,Yes,0.0,No,No,No,Slightly more,Very satisfied,No,No,No change,Yes,Slightly more,No,No,Very satisfied
No,No,No,No,,No,No,Not working (less than 8hrs per week) unemployed/ looking for work,No,East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England East Anglia/East of England,,3,East Anglia/East of England East Anglia/East of England,Skilled manual worker,Not very important,No,No,No,0.0,No,No,No,,Neither satisfied or dissatisfied,,,,No,,No,No No No No No No No No No,Neither satisfied or dissatisfied
No,No,No,No,No,No,No No No No No No,Working full time (30hrs+ per week),Yes,Wales,No change,2,Wales,Skilled manual worker,Essential,,No,,1.0,Yes,No,No,No change,Very satisfied,,No,No change,Yes,No change,No,,Very satisfied
No,No,No,Yes,Yes,No,Yes,Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other Not working (less than 8hrs per week) \x96 unable to work due to disability/other,,Rest of Scotland,x x x x x x x,1,Rest of Scotland,Unemployed Unemployed,Essential,No,No,No,0.0,Yes,No No No No,No,Much more,Fairly satisfied,No,No,No change,Yes,No change,Yes,No,Fairly satisfied
No,No,No,No,Yes,No,Yes,Working part time (8-29hrs per week),,North West,,2,North West,"Supervisor; clerical; junior managerial, administrative or professional",Fairly important,No,No,No,0.0,Yes,No,No,Slightly more Slightly more Slightly more,Very satisfied,No,No,,Yes,No change,No,No,Very satisfied
No,No,No No No No No No,No No No No No No No No No,Yes,No,Yes,Working part time (8-29hrs per week),No,[],,1,,Semi-skilled or unskilled manual worker,Essential,No,Yes,No,0.0,Yes,No,No,,Very satisfied Very satisfied,Yes,No,,Yes,,No,No,Very satisfied
No,No No No No No No No No,No,Yes,No,No,[],Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student Not working (less than 8hrs per week) \x96 student,No,London/Greater London,,4,London/Greater London London/Greater London London/Greater London London/Greater London London/Greater London,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,1.0,No,Yes,No,,Fairly satisfied,,No,,Yes,,Yes Yes Yes Yes Yes Yes Yes Yes Yes,No,Very satisfied
No,Yes,No,Yes,,No,No,Working full time (30hrs+ per week),No,Rest of Scotland,,2,Rest of Scotland,Skilled manual worker,Essential,No,Yes,Yes,0.0,Yes,No,No,,Very satisfied,No,,,No,,No,No,Fairly satisfied
,,,,,,No No,Not working (less than 8hrs per week) unable to work due to disability/other,No,Northern Ireland,X X X X X X,2,,Unemployed,,,,,0.0,,No,No,No change,Fairly satisfied,,,No change,,No change,No,,Fairly satisfied
Yes,No,No,No,,No,Yes,Working full time (30hrs+ per week),No,North East,x,1,North East,Skilled manual worker,Not very important Not very important Not very important,[],No,No,0.0,Yes,No,No,Much less,Neither satisfied or dissatisfied,No,,No change,Yes,No change,No,No,Fairly satisfied
No No No No No No No,Yes,No,No,No No,Yes,No,Not working (less than 8hrs per week) retired,No,North East,,2,,Skilled manual worker,Fairly important,No,No,No,1.0,No No No,No,No,,Very satisfied,,No,,No,,No No No No No No No No,No,Very satisfied
No,No,No,No,No No No,No,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Yorkshire/Humberside,,2,Yorkshire/Humberside Yorkshire/Humberside,Unemployed,Essential,No,No,No,0.0,No,Yes,No,,Fairly dissatisfied,,No,,No,,No,No,Fairly dissatisfied
,,,,,,[],Working full time (30hrs+ per week),Yes Yes Yes,South East,x,4,South East,"Intermediate managerial, administrative or professional",,,,,1.0,,No,No,No change,Fairly satisfied,No,,Dont know,,No change,No,,Fairly satisfied
No No No No No No No No,No,No,No,Yes,No,Yes,Working full time (30hrs+ per week),Yes,Wales,,1,Wales,"Supervisor; clerical; junior managerial, administrative or professional",Essential,,No,,0.0,Yes,No,No,No change,Fairly dissatisfied,No,No,No change,No,No change,No,,Fairly dissatisfied
No,No,No,No,Yes,No,No No No No No,Working full time (30hrs+ per week),,South East,X,2,,"Intermediate managerial, administrative or professional",Fairly important,No,No,No,1.0,Yes,No,No,Much more,Fairly satisfied Fairly satisfied,No,No,No change,Yes,No change,No,No,Very satisfied
Yes,No,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes Yes,Rest of Scotland,,3,Rest of Scotland,Skilled manual worker,Not very important,No,No,No,1.0,Yes,No,No,,Very satisfied,No,No,,Yes,,No No No No No No No,No,Very satisfied
No,No,No,No,No,No,Yes,Working part time (8-29hrs per week),Yes,Wales,,3,Wales,"Intermediate managerial, administrative or professional",Fairly important,No,No,Yes,17.0,No,No,Yes,,Very satisfied,No No,No,,Yes,,No,Yes Yes Yes Yes Yes Yes Yes Yes Yes,Very satisfied
,,,,No,,Yes,Not working (less than 8hrs per week) unable to work due to disability/other,No,Wales,X,2,Wales,"Supervisor; clerical; junior managerial, administrative or professional",,No,,No No No No No No,0.0,,No,No,No change,Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied Very satisfied,No,No,"""Dont know"" ""Dont know"" ""Dont know"" ""Dont know""",,Much less,Yes,No No,Very satisfied
